,Company  (Maker-if known),ReviewDate,CocoaPercent,Location,Rating,Bean_Type,BroadOrigin,Cluster,ClusterColor
1591,Suruca Chocolate,2016,70.0,Venezuela,2.75,Unknown,Venezuela,1,purple
1592,Suruca Chocolate,2016,60.0,Venezuela,3.0,Unknown,Venezuela,1,purple
1593,Svenska Kakaobolaget,2015,70.0,Sweden,2.75,"Criollo, Trinitario",Sri Lanka,1,purple
1594,Szanto Tibor,2015,70.0,Hungary,3.25,Unknown,Ecuador,0,pink
1595,Szanto Tibor,2015,88.0,Hungary,3.25,Trinitario,Cuba,2,dark purple
1596,Szanto Tibor,2015,70.0,Hungary,3.25,Trinitario,Madagascar,0,pink
1597,Szanto Tibor,2015,70.0,Hungary,3.75,Forastero (Nacional),Ecuador,0,pink
1598,Szanto Tibor,2015,70.0,Hungary,3.25,Trinitario,Vietnam,0,pink
1599,Szanto Tibor,2015,70.0,Hungary,3.5,Forastero (Parazinho),Brazil,0,pink
1600,Szanto Tibor,2014,70.0,Hungary,3.5,Criollo,Venezuela,0,pink
1601,Szanto Tibor,2014,70.0,Hungary,3.75,Trinitario,Cuba,0,pink
1602,Szanto Tibor,2013,70.0,Hungary,3.5,Criollo,Madagascar,0,pink
1603,Szanto Tibor,2013,70.0,Hungary,3.5,Criollo,Madagascar,0,pink
1604,Szanto Tibor,2013,70.0,Hungary,3.25,Unknown,Nicaragua,0,pink
1605,Szanto Tibor,2012,70.0,Hungary,3.25,Unknown,Dominican Republic,0,pink
1606,Szanto Tibor,2012,70.0,Hungary,3.25,Unknown,Madagascar,0,pink
1607,Szanto Tibor,2012,70.0,Hungary,3.75,Unknown,Peru,0,pink
1608,Szanto Tibor,2011,70.0,Hungary,3.0,Unknown,Venezuela,1,purple
1609,Tabal,2013,70.0,U.S.A.,2.75,Unknown,Costa Rica,1,purple
1610,Tabal,2013,70.0,U.S.A.,2.75,Unknown,Dominican Republic,1,purple
1611,Tabal,2013,70.0,U.S.A.,2.5,Unknown,Mexico,1,purple
1612,Tabal,2013,70.0,U.S.A.,3.0,Unknown,Peru,1,purple
1613,Tablette (aka Vanillabeans),2015,70.0,Japan,3.0,Unknown,Colombia,1,purple
1614,Tablette (aka Vanillabeans),2015,62.0,Japan,3.25,Unknown,Papua New Guinea,0,pink
1615,Tablette (aka Vanillabeans),2015,60.0,Japan,3.25,Trinitario,Vietnam,0,pink
1616,Tablette (aka Vanillabeans),2015,77.0,Japan,2.75,Trinitario,Trinidad,1,purple
1617,Tan Ban Skrati,2016,70.0,Suriname,3.25,Trinitario,Suriname,0,pink
1618,Taza,2014,68.0,U.S.A.,3.0,Trinitario,Belize,1,purple
1619,Taza,2011,87.0,U.S.A.,3.25,Unknown,Bolivia,2,dark purple
1620,Taza,2009,75.0,U.S.A.,2.75,Unknown,Mexico,1,purple
1621,Taza,2007,70.0,U.S.A.,3.0,Unknown,Dominican Republic,1,purple
1622,TCHO,2016,62.0,U.S.A.,2.0,Forastero,West Africa,1,purple
1623,TCHO,2012,99.0,U.S.A.,3.25,Unknown,"Peru, Ecuador",2,dark purple
1624,TCHO,2009,60.0,U.S.A.,2.75,Unknown,Unknown,1,purple
1625,TCHO,2009,68.0,U.S.A.,3.0,Unknown,Unknown,1,purple
1626,TCHO,2008,70.0,U.S.A.,2.5,Forastero,Ghana,1,purple
1627,TCHO,2008,70.0,U.S.A.,2.5,Unknown,Peru,1,purple
1628,TCHO,2008,70.0,U.S.A.,2.75,Unknown,Madagascar,1,purple
1629,TCHO,2008,70.0,U.S.A.,2.5,Unknown,Peru,1,purple
1630,Tejas,2012,70.0,U.S.A.,2.75,Unknown,Madagascar,1,purple
1631,Tejas,2012,70.0,U.S.A.,3.0,Blend,"Ecuador, Mad., PNG",1,purple
1632,Tejas,2012,70.0,U.S.A.,3.0,Unknown,Papua New Guinea,1,purple
1633,Tejas,2012,70.0,U.S.A.,3.5,Unknown,Dominican Republic,0,pink
1634,Tejas,2012,70.0,U.S.A.,3.25,Unknown,Ecuador,0,pink
1635,Tejas,2012,70.0,U.S.A.,2.0,Unknown,Peru,1,purple
1636,Tejas,2012,70.0,U.S.A.,3.25,Unknown,Ecuador,0,pink
1637,Tejas,2012,70.0,U.S.A.,2.75,Unknown,Bolivia,1,purple
1638,Tejas,2012,70.0,U.S.A.,3.0,Unknown,Madagascar,1,purple
1639,Tejas,2012,70.0,U.S.A.,3.25,Unknown,Mexico,0,pink
1640,Tejas,2012,70.0,U.S.A.,2.75,Unknown,Brazil,1,purple
1641,Tejas,2012,80.0,U.S.A.,3.0,Unknown,Venezuela,2,dark purple
1642,Tejas,2012,67.0,U.S.A.,3.25,Unknown,Bolivia,0,pink
1643,Tejas,2012,70.0,U.S.A.,3.5,Forastero (Parazinho),Brazil,0,pink
1644,Terroir,2015,70.0,U.S.A.,2.75,Unknown,Peru,1,purple
1645,Terroir,2015,70.0,U.S.A.,3.75,Trinitario,Belize,0,pink
1646,Terroir,2015,70.0,U.S.A.,3.75,Trinitario,Madagascar,0,pink
1647,Terroir,2015,70.0,U.S.A.,3.25,Unknown,Ecuador,0,pink
1648,Terroir,2015,70.0,U.S.A.,3.5,Unknown,Domincan Republic,0,pink
1649,Terroir,2015,70.0,U.S.A.,3.75,Trinitario,Guatemala,0,pink
1650,Terroir,2014,77.0,U.S.A.,3.25,Unknown,Ecuador,0,pink
1651,Terroir,2014,67.0,U.S.A.,3.75,Trinitario,Madagascar,0,pink
1652,Terroir,2014,73.0,U.S.A.,3.75,Forastero,Uganda,0,pink
1653,The Barn,2015,70.0,Sweden,3.0,Unknown,Peru,1,purple
1654,Theo,2012,65.0,U.S.A.,3.25,Forastero,Congo,0,pink
1655,Theo,2007,65.0,U.S.A.,3.5,Trinitario,Madagascar,0,pink
1656,Theo,2007,75.0,U.S.A.,2.5,Unknown,Ivory Coast,1,purple
1657,Theo,2007,84.0,U.S.A.,3.0,Forastero,Ghana,2,dark purple
1658,Theo,2007,91.0,U.S.A.,2.0,Blend,Venezuela,2,dark purple
1659,Theo,2007,75.0,U.S.A.,3.0,Blend,"Ghana, Panama, Ecuador",1,purple
1660,Theobroma,2015,70.0,Japan,3.25,Unknown,Peru,0,pink
1661,Timo A. Meyer,2016,72.0,Germany,3.75,"Trinitario, TCGA",Belize,0,pink
1662,To'ak (Ecuatoriana),2014,81.0,Ecuador,3.25,Forastero (Nacional),Ecuador,2,dark purple
1663,Tobago Estate (Pralus),2012,70.0,France,4.0,Trinitario,Tobago,0,pink
1664,Tocoti,2012,77.0,U.S.A.,3.0,Criollo,Bolivia,1,purple
1665,Tocoti,2011,72.0,U.S.A.,2.75,Unknown,Venezuela,1,purple
1666,Tocoti,2011,74.0,U.S.A.,3.0,Unknown,Dominican Republic,1,purple
1667,Treehouse,2014,72.0,U.S.A.,3.0,Unknown,Dominican Republic,1,purple
1668,Tsara (Cinagra),2011,72.0,Madagascar,3.5,Unknown,Madagascar,0,pink
1669,twenty-four blackbirds,2015,75.0,U.S.A.,2.75,Unknown,Domincan Republic,1,purple
1670,twenty-four blackbirds,2015,75.0,U.S.A.,3.5,Unknown,Ecuador,0,pink
1671,twenty-four blackbirds,2014,75.0,U.S.A.,3.5,Trinitario,Madagascar,0,pink
1672,twenty-four blackbirds,2013,68.0,U.S.A.,3.25,Unknown,Dominican Republic,0,pink
1673,twenty-four blackbirds,2013,75.0,U.S.A.,2.5,Unknown,Bolivia,1,purple
1674,twenty-four blackbirds,2011,73.0,U.S.A.,2.75,Unknown,Dominican Republic,1,purple
1675,Two Ravens,2016,60.0,U.S.A.,3.0,Criollo,Peru,1,purple
1676,Un Dimanche A Paris,2011,63.0,France,3.75,Unknown,Dominican Republic,0,pink
1677,Undone,2014,74.0,U.S.A.,2.75,Unknown,Nicaragua,1,purple
1678,Undone,2014,70.0,U.S.A.,3.0,Unknown,Dominican Republic,1,purple
1679,Upchurch,2016,72.0,U.S.A.,3.0,Trinitario,Madagascar,1,purple
1680,Upchurch,2016,72.0,U.S.A.,3.25,Unknown,Tanzania,0,pink
1681,Urzi,2014,65.0,Italy,3.25,Trinitario,Venezuela,0,pink
1682,Valrhona,2015,63.0,France,4.0,Unknown,Peru,0,pink
1683,Valrhona,2013,70.0,France,3.5,Unknown,Unknown,0,pink
1684,Valrhona,2013,64.0,France,3.5,Unknown,Dominican Republic,0,pink
1685,Valrhona,2012,69.0,France,4.0,Unknown,Venezuela,0,pink
1686,Valrhona,2011,56.0,France,3.25,Unknown,Unknown,0,pink
1687,Valrhona,2011,64.0,France,4.0,Criollo,Venezuela,0,pink
1688,Valrhona,2009,64.0,France,3.75,Unknown,Dominican Republic,0,pink
1689,Valrhona,2009,66.0,France,3.75,Unknown,Ecuador,0,pink
1690,Valrhona,2009,68.0,France,3.5,Forastero,Ghana,0,pink
1691,Valrhona,2007,72.0,France,3.0,Blend,"Venezuela, Carribean",1,purple
1692,Valrhona,2007,65.0,France,3.75,Trinitario,Venezuela,0,pink
1693,Valrhona,2007,64.0,France,4.0,"Criollo, Trinitario",Madagascar,0,pink
1694,Valrhona,2007,85.0,France,1.5,Unknown,Unknown,2,dark purple
1695,Valrhona,2007,85.0,France,2.5,Forastero,West Africa,2,dark purple
1696,Valrhona,2007,71.0,France,2.75,Forastero,West Africa,1,purple
1697,Valrhona,2007,64.0,France,3.25,Criollo (Porcelana),Venezuela,0,pink
1698,Valrhona,2006,66.0,France,3.0,Trinitario,Carribean,1,purple
1699,Valrhona,2006,70.0,France,4.0,"Criollo, Trinitario",South America,0,pink
1700,Valrhona,2006,64.0,France,2.5,Trinitario,Trinidad,1,purple
1701,Valrhona,2006,64.0,France,3.0,Criollo (Porcelana),Venezuela,1,purple
1702,Valrhona,2006,64.0,France,3.5,Trinitario,Madagascar,0,pink
1703,Vanleer (Barry Callebaut),2012,72.0,U.S.A.,2.5,Forastero,Ghana,1,purple
1704,Vanleer (Barry Callebaut),2012,65.0,U.S.A.,2.75,Forastero,Ghana,1,purple
1705,Vao Vao (Chocolaterie Robert),2009,72.0,Madagascar,2.75,Trinitario,Madagascar,1,purple
1706,Vao Vao (Chocolaterie Robert),2009,76.0,Madagascar,2.75,Trinitario,Madagascar,1,purple
1707,Vao Vao (Chocolaterie Robert),2009,80.0,Madagascar,2.75,Trinitario,Madagascar,2,dark purple
1708,Vao Vao (Chocolaterie Robert),2009,70.0,Madagascar,3.0,Trinitario,Madagascar,1,purple
1709,Vao Vao (Chocolaterie Robert),2009,68.0,Madagascar,3.0,Trinitario,Madagascar,1,purple
1710,Vao Vao (Chocolaterie Robert),2009,64.0,Madagascar,3.25,Trinitario,Madagascar,0,pink
1711,Vicuna,2015,70.0,U.S.A.,3.25,Unknown,Bolivia,0,pink
1712,Vicuna,2015,70.0,U.S.A.,3.25,Unknown,Bolivia,0,pink
1713,Videri,2014,90.0,U.S.A.,3.25,Unknown,Dominican Republic,2,dark purple
1714,Videri,2014,75.0,U.S.A.,3.5,Trinitario,Trinidad,0,pink
1715,Videri,2014,75.0,U.S.A.,3.5,Unknown,Ecuador,0,pink
1716,Videri,2013,90.0,U.S.A.,3.75,Unknown,Central and S. America,2,dark purple
1717,Videri,2012,70.0,U.S.A.,3.25,Unknown,Central and S. America,0,pink
1718,Vietcacao (A. Morin),2012,70.0,France,3.5,Trinitario,Vietnam,0,pink
1719,Vintage Plantations,2014,75.0,U.S.A.,3.0,Unknown,Peru,1,purple
1720,Vintage Plantations (Tulicorp),2007,100.0,U.S.A.,2.0,Forastero (Arriba),Ecuador,2,dark purple
1721,Vintage Plantations (Tulicorp),2007,90.0,U.S.A.,2.0,Forastero (Arriba),Ecuador,2,dark purple
1722,Vintage Plantations (Tulicorp),2007,75.0,U.S.A.,3.0,Forastero (Arriba),Ecuador,1,purple
1723,Vintage Plantations (Tulicorp),2007,65.0,U.S.A.,3.0,Forastero (Arriba),Ecuador,1,purple
1724,Violet Sky,2015,77.0,U.S.A.,2.75,Trinitario,Madagascar,1,purple
1725,Violet Sky,2015,77.0,U.S.A.,3.0,"Criollo, Trinitario",Belize,1,purple
1726,Violet Sky,2015,77.0,U.S.A.,3.0,Criollo,Venezuela,1,purple
1727,Violet Sky,2015,77.0,U.S.A.,3.25,"Criollo, Trinitario",Peru,0,pink
1728,Violet Sky,2015,77.0,U.S.A.,2.75,Trinitario,Guatemala,1,purple
1729,Vivra,2016,70.0,U.S.A.,2.5,Unknown,Peru,1,purple
1730,Vivra,2016,70.0,U.S.A.,2.5,Unknown,Venezuela,1,purple
1731,Vivra,2016,70.0,U.S.A.,3.0,Unknown,Domincan Republic,1,purple
1732,Wellington Chocolate Factory,2016,70.0,New Zealand,3.5,Trinitario,Dominican Republic,0,pink
1733,Wellington Chocolate Factory,2016,70.0,New Zealand,3.5,Unknown,Peru,0,pink
1734,Whittakers,2011,72.0,New Zealand,2.5,Forastero,Ghana,1,purple
1735,Wilkie's Organic,2013,75.0,Ireland,2.5,Criollo,Peru,1,purple
1736,Wilkie's Organic,2013,89.0,Ireland,2.75,Criollo,Peru,2,dark purple
1737,Wilkie's Organic,2013,75.0,Ireland,3.25,Criollo,Peru,0,pink
1738,Wilkie's Organic,2013,75.0,Ireland,2.75,Criollo,Peru,1,purple
1739,Willie's Cacao,2016,70.0,U.K.,4.0,Unknown,Colombia,0,pink
1740,Willie's Cacao,2014,88.0,U.K.,3.0,Trinitario,Colombia,2,dark purple
1741,Willie's Cacao,2013,100.0,U.K.,2.25,Unknown,Indonesia,2,dark purple
1742,Willie's Cacao,2010,71.0,U.K.,3.0,Trinitario,Madagascar,1,purple
1743,Willie's Cacao,2010,72.0,U.K.,3.5,Unknown,Venezuela,0,pink
1744,Willie's Cacao,2010,69.0,U.K.,3.75,Unknown,Indonesia,0,pink
1745,Willie's Cacao,2009,70.0,U.K.,3.0,Unknown,Peru,1,purple
1746,Willie's Cacao,2009,72.0,U.K.,3.25,Trinitario,Venezuela,0,pink
1747,Wm,2016,74.0,U.S.A.,3.0,Criollo,Venezuela,1,purple
1748,Wm,2016,76.0,U.S.A.,3.5,Unknown,Bolivia,0,pink
1749,Wm,2016,75.0,U.S.A.,3.75,Unknown,Ghana,0,pink
1750,Woodblock,2014,70.0,U.S.A.,3.0,Forastero (Nacional),Peru,1,purple
1751,Woodblock,2013,70.0,U.S.A.,3.25,Unknown,Ecuador,0,pink
1752,Woodblock,2013,70.0,U.S.A.,3.5,Trinitario,Trinidad,0,pink
1753,Woodblock,2012,70.0,U.S.A.,2.5,Unknown,Ecuador,1,purple
1754,Woodblock,2012,70.0,U.S.A.,3.0,Unknown,Costa Rica,1,purple
1755,Woodblock,2012,70.0,U.S.A.,3.25,Trinitario,Madagascar,0,pink
1756,Woodblock,2011,70.0,U.S.A.,4.0,Unknown,Venezuela,0,pink
1757,Woodblock,2011,70.0,U.S.A.,3.5,Unknown,Dominican Republic,0,pink
1758,Xocolat,2013,66.0,Domincan Republic,3.0,Unknown,Dominican Republic,1,purple
1759,Xocolla,2017,70.0,U.S.A.,2.75,Unknown,Madagascar,1,purple
1760,Xocolla,2017,70.0,U.S.A.,2.5,Unknown,Dominican Republic,1,purple
1761,Zak's,2015,70.0,U.S.A.,3.0,Unknown,Papua New Guinea,1,purple
1762,Zak's,2015,70.0,U.S.A.,3.25,Unknown,Domincan Republic,0,pink
1763,Zak's,2015,70.0,U.S.A.,3.25,Trinitario,Madagascar,0,pink
1764,Zak's,2015,70.0,U.S.A.,3.25,Unknown,Peru,0,pink
1765,Zak's,2015,70.0,U.S.A.,3.5,Trinitario,Belize,0,pink
1766,Zak's,2015,60.0,U.S.A.,3.0,Unknown,Unknown,1,purple
1767,Zart Pralinen,2016,70.0,Austria,3.5,"Criollo, Trinitario",Madagascar,0,pink
1768,Zart Pralinen,2016,70.0,Austria,2.75,Nacional (Arriba),Ecuador,1,purple
1769,Zart Pralinen,2016,85.0,Austria,2.75,Trinitario,Trinidad,2,dark purple
1770,Zart Pralinen,2016,85.0,Austria,3.0,"Criollo, Trinitario",Tanzania,2,dark purple
1771,Zart Pralinen,2016,70.0,Austria,3.5,"Criollo, Trinitario",Tanzania,0,pink
1772,Zart Pralinen,2016,78.0,Austria,3.5,Trinitario,Trinidad,0,pink
1773,Zokoko,2016,78.0,Australia,3.75,Unknown,Solomon Islands,0,pink
1774,Zokoko,2016,65.0,Australia,3.25,Unknown,Unknown,0,pink
1775,Zokoko,2011,68.0,Australia,3.5,Unknown,Bolivia,0,pink
1776,Zokoko,2011,66.0,Australia,3.5,Trinitario,Papua New Guinea,0,pink
1777,Zokoko,2011,72.0,Australia,3.75,Unknown,Bolivia,0,pink
1778,Zotter,2014,80.0,Austria,2.75,Unknown,Unknown,2,dark purple
1779,Zotter,2012,72.0,Austria,3.5,Unknown,Panama,0,pink
1780,Zotter,2012,65.0,Austria,3.5,Unknown,Unknown,0,pink
1781,Zotter,2012,70.0,Austria,3.0,Criollo (Amarru),Peru,1,purple
1782,Zotter,2012,70.0,Austria,3.5,Criollo (Amarru),Peru,0,pink
1783,Zotter,2012,62.0,Austria,3.75,Unknown,Dominican Republic,0,pink
1784,Zotter,2012,75.0,Austria,3.0,Forastero (Nacional),Ecuador,1,purple
1785,Zotter,2012,75.0,Austria,3.0,"Criollo, Trinitario",Papua New Guinea,1,purple
1786,Zotter,2012,90.0,Austria,3.25,Unknown,Bolivia,2,dark purple
1787,Zotter,2012,70.0,Austria,3.75,Unknown,Dominican Republic,0,pink
1788,Zotter,2012,68.0,Austria,3.25,Forastero,Congo,0,pink
1789,Zotter,2012,58.0,Austria,3.5,Unknown,Unknown,0,pink
1790,Zotter,2011,70.0,Austria,3.75,Unknown,Peru,0,pink
1791,Zotter,2011,65.0,Austria,3.0,Forastero,Congo,1,purple
1792,Zotter,2011,65.0,Austria,3.5,Forastero,India,0,pink
1793,Zotter,2011,62.0,Austria,3.25,Unknown,India,0,pink
1794,Zotter,2010,65.0,Austria,3.0,Unknown,Brazil,1,purple
